codigo_cliente,rango_morosidad,monto_credito,monto_por_vencer,monto_vencido,intereses,producto_host,dias_mora,gestor,recibe_sueldo_fijo,provincia_cliente,region,sector_general
DNI-274831,31 - 60 DIAS,7000.0,0.0,118.67,231.63,MICROFINANZAS,60,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-3660044,16 - 30 DIAS,2000.0,0.0,29.35,80.32,PRECISO,21,DIGITAL,SÍ,GUAYAS,COSTA,INDUSTRIA / MANUFACTURA
DNI-7234329,16 - 30 DIAS,4000.0,0.0,169.1,86.09,MICROFINANZAS,20,RED COMERCIAL,SÍ,GUAYAS,COSTA,COMERCIO
DNI-8023513,16 - 30 DIAS,10000.0,6721.48,0.0,217.01,MICROFINANZAS,28,DIGITAL,NO,MANABI,COSTA,COMERCIO
DNI-9375681,16 - 30 DIAS,3947.0,0.0,5.13,89.9,PRECISO,23,DIGITAL,NO,LOS RIOS,COSTA,SERVICIOS
DNI-5196719,31 - 60 DIAS,15000.0,14682.67,0.0,246.37,PRECISO,52,DIGITAL,NO,LOS RIOS,COSTA,AGROPECUARIO
DNI-6562952,6 - 15 DIAS,5977.0,0.0,19.45,26.94,PRECISO,12,DIGITAL,SÍ,ESMERALDAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-7214231,16 - 30 DIAS,14000.0,9198.22,0.0,276.05,MICROFINANZAS,23,RED COMERCIAL,NO,CHIMBORAZO,SIERRA,COMERCIO
DNI-1059216,16 - 30 DIAS,10400.0,7040.01,0.0,94.15,MICROFINANZAS,25,DIGITAL,NO,COTOPAXI,SIERRA,AGROPECUARIO
DNI-5536044,6 - 15 DIAS,6000.0,4626.88,0.0,143.2,MICROFINANZAS,12,DIGITAL,SÍ,PICHINCHA,SIERRA,AGROPECUARIO
DNI-2359134,6 - 15 DIAS,8547.0,5478.03,0.0,53.52,PRECISO,10,DIGITAL,SÍ,PICHINCHA,SIERRA,COMERCIO
DNI-4277220,6 - 15 DIAS,4702.0,0.0,86.46,122.86,PRECISO,11,DIGITAL,NO,PASTAZA,AMAZONIA,TRANSPORTE Y LOGÍSTICA
DNI-2593786,6 - 15 DIAS,20000.0,13593.56,0.0,398.78,MICROFINANZAS,12,DIGITAL,SÍ,TUNGURAHUA,SIERRA,AGROPECUARIO
DNI-4299562,31 - 60 DIAS,8000.0,0.0,254.59,88.84,MICROFINANZAS,60,DIGITAL,NO,MORONA SANTIAGO,AMAZONIA,COMERCIO
DNI-366355,16 - 30 DIAS,13000.0,0.0,209.57,342.53,MICROFINANZAS,24,DIGITAL,NO,GUAYAS,COSTA,INDUSTRIA / MANUFACTURA
DNI-9201026,31 - 60 DIAS,7000.0,5750.33,0.0,96.79,MICROFINANZAS,55,DIGITAL,NO,TUNGURAHUA,SIERRA,INDUSTRIA
DNI-9849170,16 - 30 DIAS,5000.0,3953.3,0.0,131.61,MICROFINANZAS,16,DIGITAL,SÍ,SANTO DOMINGO DE LOS TSACHILAS,COSTA,AGROPECUARIO
DNI-4845108,31 - 60 DIAS,10000.0,4311.21,0.0,122.61,MICROFINANZAS,37,DIGITAL,SÍ,MANABI,COSTA,COMERCIO
DNI-8718078,6 - 15 DIAS,10000.0,5400.95,0.0,76.54,MICROFINANZAS,13,DIGITAL,SÍ,SUCUMBIOS,AMAZONIA,SERVICIOS
DNI-8967576,6 - 15 DIAS,8205.0,3176.29,0.0,34.21,PRECISO,14,DIGITAL,NO,PICHINCHA,SIERRA,TECNOLOGÍA Y TELECOMUNICACIONES
DNI-533263,31 - 60 DIAS,6025.0,2759.95,0.0,95.91,PRECISO,49,RED COMERCIAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-3522900,16 - 30 DIAS,2000.0,1824.9,0.0,31.44,MICROFINANZAS,27,DIGITAL,NO,AZUAY,SIERRA,INDUSTRIA / MANUFACTURA
DNI-3953948,6 - 15 DIAS,2573.0,1712.56,0.0,41.06,PRECISO,15,DIGITAL,NO,EL ORO,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-3801753,16 - 30 DIAS,5000.0,2820.77,0.0,77.83,MICROFINANZAS,22,DIGITAL,SÍ,ZAMORA CHINCHIPE,AMAZONIA,COMERCIO
DNI-115499,6 - 15 DIAS,5000.0,2473.84,0.0,68.98,MICROFINANZAS,10,RED COMERCIAL,SÍ,GUAYAS,COSTA,COMERCIO
DNI-2085247,6 - 15 DIAS,5000.0,2789.78,0.0,48.29,PRECISO,12,DIGITAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-7098326,6 - 15 DIAS,6000.0,4381.46,0.0,60.55,MICROFINANZAS,13,DIGITAL,NO,CHIMBORAZO,SIERRA,COMERCIO
DNI-2858266,16 - 30 DIAS,60000.0,50341.09,0.0,470.24,PRODUCTO MUJER,19,DIGITAL,SÍ,GUAYAS,COSTA,COMERCIO
DNI-6918776,6 - 15 DIAS,19000.0,12038.5,0.0,172.73,MICROFINANZAS,12,DIGITAL,SÍ,CARCHI,SIERRA,COMERCIO
DNI-4487172,31 - 60 DIAS,3000.0,2826.13,0.0,103.46,MICROFINANZAS,32,RED COMERCIAL,SÍ,LOJA,SIERRA,COMERCIO
DNI-6320987,31 - 60 DIAS,6408.0,0.0,2.31,105.29,PRECISO,35,RED COMERCIAL,NO,MANABI,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-9599832,31 - 60 DIAS,16000.0,12029.38,0.0,338.4,MICROFINANZAS,45,RED COMERCIAL,NO,CHIMBORAZO,SIERRA,AGROPECUARIO
DNI-5518260,16 - 30 DIAS,9000.0,0.0,137.35,372.73,MICROFINANZAS,19,RED COMERCIAL,NO,PICHINCHA,SIERRA,AGROPECUARIO
DNI-1215023,6 - 15 DIAS,8000.0,7451.41,0.0,242.21,MICROFINANZAS,13,DIGITAL,NO,CARCHI,SIERRA,COMERCIO
DNI-7682578,31 - 60 DIAS,17000.0,8411.26,0.0,228.08,MICROFINANZAS,35,DIGITAL,SÍ,SANTO DOMINGO DE LOS TSACHILAS,COSTA,INDUSTRIA / MANUFACTURA
DNI-492572,16 - 30 DIAS,23231.0,13150.73,0.0,166.24,PRECISO,24,DIGITAL,SÍ,GUAYAS,COSTA,SECTOR PÚBLICO
DNI-8493612,31 - 60 DIAS,4000.0,3151.85,0.0,88.21,MICROFINANZAS,50,DIGITAL,NO,GUAYAS,COSTA,SERVICIOS
DNI-5688227,31 - 60 DIAS,6478.0,5288.59,0.0,59.66,PRECISO,35,DIGITAL,SÍ,GUAYAS,COSTA,CONSTRUCCIÓN
DNI-1351100,16 - 30 DIAS,38284.0,0.0,547.33,947.35,PRECISO,23,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-612541,16 - 30 DIAS,24000.0,16393.4,0.0,481.47,MICROFINANZAS,25,DIGITAL,NO,LOJA,SIERRA,COMERCIO
DNI-3144149,6 - 15 DIAS,9300.0,1988.24,0.0,55.25,MICROFINANZAS,15,DIGITAL,SÍ,SANTO DOMINGO DE LOS TSACHILAS,COSTA,COMERCIO
DNI-9333086,16 - 30 DIAS,3000.0,1993.86,0.0,30.43,MICROFINANZAS,21,DIGITAL,SÍ,IMBABURA,SIERRA,COMERCIO
DNI-9555510,16 - 30 DIAS,16000.0,12715.09,0.0,176.61,MICROFINANZAS,23,DIGITAL,NO,MANABI,COSTA,COMERCIO
DNI-5229117,16 - 30 DIAS,10000.0,0.0,277.13,182.18,MICROFINANZAS,24,DIGITAL,SÍ,GUAYAS,COSTA,SERVICIOS
DNI-5837791,16 - 30 DIAS,20000.0,10147.22,0.0,145.34,MICROFINANZAS,22,DIGITAL,SÍ,PICHINCHA,SIERRA,COMERCIO
DNI-4377015,16 - 30 DIAS,10100.0,5452.06,0.0,156.65,MICROFINANZAS,23,DIGITAL,SÍ,GUAYAS,COSTA,COMERCIO
DNI-9820830,31 - 60 DIAS,18500.0,11507.6,0.0,319.71,MICROFINANZAS,54,DIGITAL,SÍ,GUAYAS,COSTA,COMERCIO
DNI-2135773,6 - 15 DIAS,5000.0,0.0,168.49,194.89,MICROFINANZAS,15,DIGITAL,NO,PICHINCHA,SIERRA,COMERCIO
DNI-9257231,31 - 60 DIAS,5000.0,2692.2,0.0,40.37,MICROFINANZAS,40,DIGITAL,SÍ,LOJA,SIERRA,INDUSTRIA / MANUFACTURA
DNI-1976767,16 - 30 DIAS,9609.0,6379.37,0.0,82.84,PRECISO,19,DIGITAL,SÍ,LOS RIOS,COSTA,COMERCIO
DNI-8623459,16 - 30 DIAS,25000.0,0.0,281.79,385.58,PRECISO,21,DIGITAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-200334,31 - 60 DIAS,13000.0,4360.02,0.0,65.68,MICROFINANZAS,55,DIGITAL,NO,SANTO DOMINGO DE LOS TSACHILAS,COSTA,COMERCIO
DNI-341672,16 - 30 DIAS,5000.0,0.0,141.86,85.41,MICROFINANZAS,23,DIGITAL,SÍ,EL ORO,COSTA,COMERCIO
DNI-3985637,16 - 30 DIAS,13000.0,7511.77,0.0,120.33,MICROFINANZAS,20,DIGITAL,SÍ,CARCHI,SIERRA,INDUSTRIA / MANUFACTURA
DNI-7163961,6 - 15 DIAS,5000.0,3787.66,0.0,69.98,MICROFINANZAS,15,DIGITAL,NO,SANTO DOMINGO DE LOS TSACHILAS,COSTA,CONSTRUCCIÓN
DNI-1766952,6 - 15 DIAS,7000.0,4053.96,0.0,76.29,MICROFINANZAS,15,DIGITAL,SÍ,SANTA ELENA,COSTA,SERVICIOS
DNI-2620975,6 - 15 DIAS,10000.0,4947.69,0.0,141.49,MICROFINANZAS,12,RED COMERCIAL,NO,PICHINCHA,SIERRA,AGROPECUARIO
DNI-8157686,6 - 15 DIAS,15000.0,0.0,491.98,125.34,MICROFINANZAS,13,DIGITAL,NO,SANTO DOMINGO DE LOS TSACHILAS,COSTA,SERVICIOS
DNI-2629340,6 - 15 DIAS,14000.0,8710.59,0.0,119.34,MICROFINANZAS,15,DIGITAL,NO,IMBABURA,SIERRA,INDUSTRIA / MANUFACTURA
DNI-3611058,6 - 15 DIAS,7500.0,0.0,178.8,199.63,MICROFINANZAS,10,RED COMERCIAL,NO,SANTO DOMINGO DE LOS TSACHILAS,COSTA,COMERCIO
DNI-7076329,6 - 15 DIAS,5070.0,4020.8,0.0,100.01,PRECISO,12,DIGITAL,SÍ,LOS RIOS,COSTA,AGROPECUARIO
DNI-6707573,31 - 60 DIAS,21382.95,19862.27,0.0,409.23,AUTOS,43,DIGITAL,NO,,NO_ESPECIFICADO,SIN ACTIVIDAD ECONÓMICA
DNI-6793496,16 - 30 DIAS,10500.0,8273.68,0.0,213.13,MICROFINANZAS,21,DIGITAL,SÍ,PICHINCHA,SIERRA,AGROPECUARIO
DNI-1035457,6 - 15 DIAS,19872.0,6531.83,0.0,71.69,PRECISO,13,DIGITAL,SÍ,GUAYAS,COSTA,COMERCIO
DNI-8769654,6 - 15 DIAS,31507.81,0.0,541.04,240.73,AUTOS,12,DIGITAL,SÍ,PICHINCHA,SIERRA,TRANSPORTE Y LOGÍSTICA
DNI-6027796,6 - 15 DIAS,24900.0,0.0,494.0,377.19,MICROFINANZAS,13,DIGITAL,SÍ,CHIMBORAZO,SIERRA,COMERCIO
DNI-7864519,16 - 30 DIAS,10000.0,5816.21,0.0,165.41,MICROFINANZAS,20,DIGITAL,SÍ,CHIMBORAZO,SIERRA,AGROPECUARIO
DNI-6585567,16 - 30 DIAS,9300.0,5100.72,0.0,161.75,MICROFINANZAS,25,DIGITAL,NO,GUAYAS,COSTA,COMERCIO
DNI-1429992,16 - 30 DIAS,11000.0,5045.84,0.0,63.88,MICROFINANZAS,19,DIGITAL,SÍ,CARCHI,SIERRA,COMERCIO
DNI-3189425,16 - 30 DIAS,38309.0,30581.99,0.0,823.74,PRECISO,22,DIGITAL,SÍ,CHIMBORAZO,SIERRA,INDUSTRIA / MANUFACTURA
DNI-5946413,16 - 30 DIAS,20000.0,0.0,484.36,404.87,MICROFINANZAS,23,DIGITAL,NO,PICHINCHA,SIERRA,COMERCIO
DNI-1325118,6 - 15 DIAS,2500.0,1643.05,0.0,51.85,MICROFINANZAS,11,DIGITAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-380801,6 - 15 DIAS,23219.62,0.0,264.63,246.81,AUTOS,12,DIGITAL,NO,GUAYAS,COSTA,COMERCIO
DNI-2724632,6 - 15 DIAS,15700.0,13352.74,0.0,374.39,MICROFINANZAS,12,DIGITAL,NO,IMBABURA,SIERRA,COMERCIO
DNI-4411292,31 - 60 DIAS,17000.0,14175.05,0.0,187.81,MICROFINANZAS,60,DIGITAL,NO,IMBABURA,SIERRA,INDUSTRIA / MANUFACTURA
DNI-1444325,6 - 15 DIAS,14500.0,10649.6,0.0,292.17,MICROFINANZAS,15,DIGITAL,NO,PICHINCHA,SIERRA,COMERCIO
DNI-1436329,16 - 30 DIAS,9500.0,0.0,148.11,265.54,PRECISO,18,DIGITAL,NO,SANTO DOMINGO DE LOS TSACHILAS,COSTA,TRANSPORTE Y LOGÍSTICA
DNI-904629,16 - 30 DIAS,5000.0,0.0,93.3,58.89,PRECISO,28,RED COMERCIAL,NO,GUAYAS,COSTA,TRANSPORTE Y LOGÍSTICA
DNI-3529157,31 - 60 DIAS,5500.0,0.0,10.79,110.57,PRECISO,32,DIGITAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-5377516,6 - 15 DIAS,5000.0,2033.07,0.0,60.63,MICROFINANZAS,10,DIGITAL,NO,EL ORO,COSTA,COMERCIO
DNI-1324902,6 - 15 DIAS,9500.0,6680.23,0.0,140.45,PRECISO,11,DIGITAL,NO,MANABI,COSTA,SERVICIOS
DNI-4978574,31 - 60 DIAS,9000.0,3635.56,0.0,112.51,MICROFINANZAS,55,DIGITAL,SÍ,LOJA,SIERRA,COMERCIO
DNI-5020878,31 - 60 DIAS,150106.4,24955.7,0.0,767.72,HABITAR,47,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-2173853,16 - 30 DIAS,9613.0,4452.93,0.0,47.42,PRECISO,22,DIGITAL,NO,IMBABURA,SIERRA,AGROPECUARIO
DNI-7858604,31 - 60 DIAS,6000.0,5459.23,0.0,89.26,PRECISO,31,DIGITAL,NO,ORELLANA,AMAZONIA,COMERCIO
DNI-3908842,31 - 60 DIAS,3000.0,2415.71,0.0,56.76,MICROFINANZAS,33,RED COMERCIAL,SÍ,PICHINCHA,SIERRA,AGROPECUARIO
DNI-2797188,31 - 60 DIAS,5500.0,5296.26,0.0,156.51,MICROFINANZAS,56,DIGITAL,SÍ,GUAYAS,COSTA,COMERCIO
DNI-7665253,6 - 15 DIAS,9669.0,3638.67,0.0,33.96,PRECISO,12,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-1759980,16 - 30 DIAS,3000.0,1364.32,0.0,23.35,MICROFINANZAS,24,DIGITAL,NO,TUNGURAHUA,SIERRA,COMERCIO
DNI-5125212,16 - 30 DIAS,10000.0,0.0,260.03,244.48,MICROFINANZAS,23,DIGITAL,SÍ,GUAYAS,COSTA,SERVICIOS
DNI-7129340,31 - 60 DIAS,9000.0,0.0,186.23,325.95,MICROFINANZAS,47,DIGITAL,NO,SANTA ELENA,COSTA,COMERCIO
DNI-3598874,6 - 15 DIAS,7000.0,0.0,154.03,222.11,MICROFINANZAS,10,DIGITAL,NO,LOS RIOS,COSTA,COMERCIO
DNI-3609442,31 - 60 DIAS,5762.0,4501.72,0.0,45.74,PRECISO,48,DIGITAL,NO,EL ORO,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-855891,6 - 15 DIAS,5000.0,0.0,58.4,55.86,PRECISO,12,DIGITAL,SÍ,PICHINCHA,SIERRA,COMERCIO
DNI-1885482,16 - 30 DIAS,5407.0,4627.45,0.0,58.75,PRECISO,22,DIGITAL,NO,GUAYAS,COSTA,AGROPECUARIO
DNI-1231538,16 - 30 DIAS,10100.0,6920.04,0.0,211.85,MICROFINANZAS,21,DIGITAL,NO,BOLIVAR,SIERRA,COMERCIO
DNI-1757139,6 - 15 DIAS,37500.0,25800.08,0.0,220.36,PRODUCTIVO,13,RED COMERCIAL,NO,LOJA,SIERRA,COMERCIO
DNI-6859333,16 - 30 DIAS,3000.0,1434.76,0.0,21.32,MICROFINANZAS,25,RED COMERCIAL,SÍ,SUCUMBIOS,AMAZONIA,COMERCIO
DNI-4903943,6 - 15 DIAS,5058.0,3802.8,0.0,107.94,MICROFINANZAS,15,DIGITAL,SÍ,SUCUMBIOS,AMAZONIA,COMERCIO
DNI-7625423,6 - 15 DIAS,9289.0,7575.94,0.0,167.81,PRECISO,12,DIGITAL,SÍ,GUAYAS,COSTA,INDUSTRIA / MANUFACTURA
DNI-6327070,6 - 15 DIAS,12000.0,6237.1,0.0,190.63,MICROFINANZAS,12,DIGITAL,NO,PASTAZA,AMAZONIA,SERVICIOS
DNI-5402606,16 - 30 DIAS,19900.0,9486.49,0.0,269.39,MICROFINANZAS,21,DIGITAL,SÍ,LOS RIOS,COSTA,COMERCIO
DNI-3777467,16 - 30 DIAS,2000.0,0.0,98.88,34.48,MICROFINANZAS,23,DIGITAL,NO,IMBABURA,SIERRA,COMERCIO
DNI-8531410,16 - 30 DIAS,15000.0,11362.98,0.0,341.54,MICROFINANZAS,22,DIGITAL,NO,GUAYAS,COSTA,SERVICIOS
DNI-2519392,16 - 30 DIAS,6000.0,5599.19,0.0,83.3,MICROFINANZAS,22,DIGITAL,SÍ,LOJA,SIERRA,COMERCIO
DNI-2405277,6 - 15 DIAS,18080.4,15781.67,0.0,375.21,AUTOS,10,DIGITAL,SÍ,MANABI,COSTA,COMERCIO
DNI-9731948,6 - 15 DIAS,5000.0,3557.05,0.0,104.03,MICROFINANZAS,13,DIGITAL,NO,TUNGURAHUA,SIERRA,COMERCIO
DNI-3215958,6 - 15 DIAS,30000.0,18470.39,0.0,294.57,PRODUCTO MUJER,12,DIGITAL,SÍ,NAPO,AMAZONIA,SERVICIOS
DNI-2136588,16 - 30 DIAS,6000.0,0.0,38.91,32.85,MICROFINANZAS,17,DIGITAL,NO,GUAYAS,COSTA,COMERCIO
DNI-4537479,6 - 15 DIAS,3000.0,0.0,110.81,44.73,MICROFINANZAS,15,DIGITAL,SÍ,PICHINCHA,SIERRA,COMERCIO
DNI-2313112,16 - 30 DIAS,8000.0,0.0,479.76,73.44,MICROFINANZAS,17,DIGITAL,SÍ,TUNGURAHUA,SIERRA,AGROPECUARIO
DNI-8610862,16 - 30 DIAS,4000.0,3790.41,0.0,67.2,MICROFINANZAS,23,DIGITAL,NO,PICHINCHA,SIERRA,COMERCIO
DNI-1931586,16 - 30 DIAS,3159.0,1638.73,0.0,39.8,PRECISO,27,DIGITAL,SÍ,PICHINCHA,SIERRA,INDUSTRIA / MANUFACTURA
DNI-2918975,31 - 60 DIAS,7100.0,0.0,100.53,118.68,MICROFINANZAS,58,DIGITAL,SÍ,LOS RIOS,COSTA,INDUSTRIA / MANUFACTURA
DNI-8374050,6 - 15 DIAS,4194.0,0.0,80.83,79.89,PRECISO,13,DIGITAL,NO,PICHINCHA,SIERRA,INDUSTRIA / MANUFACTURA
DNI-9625161,6 - 15 DIAS,6700.0,5288.74,0.0,156.44,MICROFINANZAS,15,DIGITAL,NO,GUAYAS,COSTA,COMERCIO
DNI-7351617,6 - 15 DIAS,10000.0,0.0,152.51,314.9,MICROFINANZAS,10,RED COMERCIAL,SÍ,PICHINCHA,SIERRA,AGROPECUARIO
DNI-8364522,16 - 30 DIAS,7300.0,2636.52,0.0,34.96,MICROFINANZAS,29,RED COMERCIAL,SÍ,PICHINCHA,SIERRA,COMERCIO
DNI-1375121,16 - 30 DIAS,5000.0,1596.92,0.0,20.06,MICROFINANZAS,25,RED COMERCIAL,NO,PICHINCHA,SIERRA,INDUSTRIA / MANUFACTURA
DNI-7898204,16 - 30 DIAS,5000.0,4269.26,0.0,123.83,MICROFINANZAS,30,DIGITAL,SÍ,CHIMBORAZO,SIERRA,COMERCIO
DNI-6063108,16 - 30 DIAS,2000.0,1029.68,0.0,13.28,MICROFINANZAS,22,DIGITAL,NO,CARCHI,SIERRA,AGROPECUARIO
DNI-8588091,6 - 15 DIAS,5000.0,0.0,33.91,34.84,MICROFINANZAS,15,DIGITAL,NO,EL ORO,COSTA,COMERCIO
DNI-2043122,16 - 30 DIAS,4700.0,0.0,49.56,75.69,PRECISO,25,DIGITAL,NO,PICHINCHA,SIERRA,INDUSTRIA / MANUFACTURA
DNI-5739443,31 - 60 DIAS,6000.0,4831.67,0.0,67.0,MICROFINANZAS,32,DIGITAL,SÍ,BOLIVAR,SIERRA,COMERCIO
DNI-4201267,16 - 30 DIAS,3000.0,2838.29,0.0,63.15,MICROFINANZAS,22,DIGITAL,SÍ,SANTA ELENA,COSTA,INDUSTRIA / MANUFACTURA
DNI-2803887,6 - 15 DIAS,9700.0,3389.64,0.0,48.17,MICROFINANZAS,12,RED COMERCIAL,SÍ,CHIMBORAZO,SIERRA,AGROPECUARIO
DNI-60305,31 - 60 DIAS,5000.0,2123.31,0.0,60.38,MICROFINANZAS,54,DIGITAL,NO,TUNGURAHUA,SIERRA,COMERCIO
DNI-892338,16 - 30 DIAS,2300.0,1660.29,0.0,35.61,PRECISO,27,DIGITAL,NO,MANABI,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-2648455,16 - 30 DIAS,3000.0,0.0,41.49,44.46,PRECISO,19,DIGITAL,SÍ,IMBABURA,SIERRA,SERVICIOS
DNI-8923550,16 - 30 DIAS,5000.0,0.0,85.24,137.25,PRECISO,20,DIGITAL,NO,SANTO DOMINGO DE LOS TSACHILAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-1229986,6 - 15 DIAS,7000.0,6344.91,0.0,228.69,MICROFINANZAS,12,DIGITAL,NO,LOJA,SIERRA,SECTOR PÚBLICO
DNI-6832492,16 - 30 DIAS,12000.0,9488.11,0.0,258.2,MICROFINANZAS,24,DIGITAL,NO,GUAYAS,COSTA,AGROPECUARIO
DNI-9093059,31 - 60 DIAS,6700.0,2293.97,0.0,66.24,MICROFINANZAS,43,DIGITAL,NO,PASTAZA,AMAZONIA,COMERCIO
DNI-8196435,6 - 15 DIAS,56201.08,11495.26,0.0,139.17,HABITAR,12,DIGITAL,NO,BOLIVAR,SIERRA,COMERCIO
DNI-5596472,6 - 15 DIAS,8192.0,0.0,111.93,161.84,PRECISO,13,DIGITAL,NO,GUAYAS,COSTA,SERVICIOS
DNI-2194741,16 - 30 DIAS,15000.0,14019.79,0.0,223.77,PRECISO,20,DIGITAL,NO,LOJA,SIERRA,SERVICIOS
DNI-3775978,31 - 60 DIAS,14000.0,11272.98,0.0,322.04,MICROFINANZAS,59,RED COMERCIAL,NO,ZAMORA CHINCHIPE,AMAZONIA,AGROPECUARIO
DNI-2497893,16 - 30 DIAS,10000.0,7424.8,0.0,170.26,PRECISO,25,DIGITAL,SÍ,,NO_ESPECIFICADO,COMERCIO
DNI-5503426,16 - 30 DIAS,11000.0,8079.02,0.0,238.41,MICROFINANZAS,18,DIGITAL,SÍ,SANTO DOMINGO DE LOS TSACHILAS,COSTA,INDUSTRIA / MANUFACTURA
DNI-7198749,6 - 15 DIAS,4500.0,0.0,56.72,196.18,MICROFINANZAS,15,DIGITAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-2024484,16 - 30 DIAS,12000.0,0.0,207.45,345.38,MICROFINANZAS,29,DIGITAL,NO,MANABI,COSTA,AGROPECUARIO
DNI-7836577,16 - 30 DIAS,6000.0,4736.34,0.0,54.16,PRECISO,29,RED COMERCIAL,NO,AZUAY,SIERRA,SERVICIOS
DNI-3689386,31 - 60 DIAS,6000.0,0.0,240.66,169.55,MICROFINANZAS,45,DIGITAL,NO,SANTO DOMINGO DE LOS TSACHILAS,COSTA,COMERCIO
DNI-3815043,16 - 30 DIAS,5000.0,1712.07,0.0,50.75,MICROFINANZAS,23,DIGITAL,NO,LOJA,SIERRA,AGROPECUARIO
DNI-1157454,16 - 30 DIAS,8863.0,7295.06,0.0,86.63,PRECISO,30,DIGITAL,NO,PICHINCHA,SIERRA,TECNOLOGÍA Y TELECOMUNICACIONES
DNI-3251846,6 - 15 DIAS,6139.0,4583.32,0.0,54.04,PRECISO,15,DIGITAL,NO,SUCUMBIOS,AMAZONIA,MINERÍA Y EXTRACCIÓN
DNI-6741548,16 - 30 DIAS,7030.0,0.0,104.76,158.49,PRECISO,28,RED COMERCIAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-6849853,31 - 60 DIAS,2544.0,2132.06,0.0,48.17,PRECISO,37,DIGITAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-4340496,16 - 30 DIAS,22000.0,21428.34,0.0,790.43,MICROFINANZAS,29,DIGITAL,NO,TUNGURAHUA,SIERRA,COMERCIO
DNI-9838865,31 - 60 DIAS,6000.0,0.0,3.28,50.53,MICROFINANZAS,35,DIGITAL,NO,IMBABURA,SIERRA,INDUSTRIA / MANUFACTURA
DNI-4256417,16 - 30 DIAS,10000.0,0.0,126.05,460.18,MICROFINANZAS,20,DIGITAL,SÍ,PICHINCHA,SIERRA,COMERCIO
DNI-6640125,6 - 15 DIAS,1887.0,0.0,28.05,17.77,PRECISO,11,DIGITAL,SÍ,ESMERALDAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-1755026,6 - 15 DIAS,10000.0,6572.52,0.0,189.19,MICROFINANZAS,12,RED COMERCIAL,NO,GUAYAS,COSTA,COMERCIO
DNI-9575775,31 - 60 DIAS,6182.0,0.0,99.93,108.93,PRECISO,54,RED COMERCIAL,NO,SUCUMBIOS,AMAZONIA,SECTOR PÚBLICO
DNI-1236366,16 - 30 DIAS,5200.0,3149.94,0.0,95.68,MICROFINANZAS,30,DIGITAL,SÍ,TUNGURAHUA,SIERRA,AGROPECUARIO
DNI-6475248,16 - 30 DIAS,29657.0,0.0,46.16,357.84,PRECISO,24,DIGITAL,SÍ,PICHINCHA,SIERRA,COMERCIO
DNI-5818586,16 - 30 DIAS,6800.0,4086.24,0.0,62.08,MICROFINANZAS,18,DIGITAL,SÍ,ZAMORA CHINCHIPE,AMAZONIA,AGROPECUARIO
DNI-4256311,6 - 15 DIAS,10500.0,6316.58,0.0,89.15,MICROFINANZAS,10,DIGITAL,SÍ,SANTO DOMINGO DE LOS TSACHILAS,COSTA,SERVICIOS
DNI-833589,6 - 15 DIAS,13000.0,0.0,356.65,112.41,MICROFINANZAS,11,DIGITAL,SÍ,MANABI,COSTA,COMERCIO
DNI-5358719,16 - 30 DIAS,20100.0,10446.89,0.0,297.7,MICROFINANZAS,23,DIGITAL,SÍ,BOLIVAR,SIERRA,AGROPECUARIO
DNI-1068631,6 - 15 DIAS,2300.0,1261.37,0.0,38.33,MICROFINANZAS,15,DIGITAL,SÍ,CARCHI,SIERRA,AGROPECUARIO
DNI-7191772,16 - 30 DIAS,10000.0,0.0,160.86,178.55,MICROFINANZAS,27,DIGITAL,SÍ,PICHINCHA,SIERRA,INDUSTRIA / MANUFACTURA
DNI-2805122,6 - 15 DIAS,12000.0,9589.22,0.0,308.64,MICROFINANZAS,10,DIGITAL,NO,PICHINCHA,SIERRA,COMERCIO
DNI-7354142,16 - 30 DIAS,10419.0,7789.37,0.0,77.32,PRECISO,21,DIGITAL,SÍ,SANTO DOMINGO DE LOS TSACHILAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-2980384,16 - 30 DIAS,4525.0,1499.73,0.0,19.39,PRECISO,23,DIGITAL,SÍ,GUAYAS,COSTA,AGROPECUARIO
